"choiceid","id","choice","price_A","price_B","time_A","time_B","change_A","change_B","comfort_A","comfort_B"
1648,133,"A",3400,3400,85,75,0,0,0,1
1649,133,"A",3400,2800,85,95,0,0,0,0
1650,133,"B",2800,3400,85,75,0,0,1,1
1651,133,"B",2800,3400,75,85,0,0,1,0
1652,133,"B",2800,2800,75,95,0,0,1,0
1653,133,"A",3400,4000,95,85,0,0,1,1
1654,133,"A",4000,3400,75,95,0,0,0,1
1655,134,"B",5000,4500,145,125,1,0,0,0
1656,134,"A",4000,5000,145,145,0,1,1,0
1657,134,"A",5000,4500,110,145,0,1,1,1
1658,134,"A",4000,4500,145,110,0,1,1,1
1659,134,"B",5000,4500,110,110,0,1,1,1
1660,134,"A",5000,5000,110,145,0,1,1,0
1661,134,"A",4000,4000,125,145,1,0,1,1
1662,134,"B",4500,5000,145,145,1,1,1,0
1663,134,"B",4000,4500,125,125,1,0,1,0
1664,134,"A",4000,4500,110,125,1,0,0,0
1665,134,"B",5000,4500,125,145,1,1,1,1
1666,135,"B",2660,2660,130,115,1,0,1,0
1667,135,"B",3800,3230,130,115,1,1,0,1
1668,135,"A",2660,3800,130,130,1,1,1,0
1669,135,"B",3230,2660,115,130,1,1,1,1
1670,135,"B",3230,3230,130,115,0,1,1,1
1671,135,"B",3800,2660,95,95,0,1,1,1
1672,135,"A",3230,3800,130,95,0,0,1,1
1673,135,"A",3230,3800,130,130,0,1,1,0
1674,135,"B",3800,3800,115,130,1,1,1,0
1675,135,"B",2660,2660,115,95,0,1,0,1
1676,135,"B",3230,2660,95,115,1,0,0,0
1677,135,"A",3800,3800,95,130,0,1,1,0
1678,135,"B",3230,2660,95,130,1,1,0,1
1679,136,"A",4250,5000,150,165,0,0,0,1
1680,136,"B",5000,5000,165,140,0,1,1,0
1681,136,"A",3500,3500,165,140,1,0,0,1
1682,136,"B",5000,4250,165,165,0,1,1,1
1683,136,"B",4250,3500,150,165,0,1,0,0
1684,136,"A",4250,5000,165,150,1,1,1,1
1685,136,"A",4250,5000,165,140,1,1,1,0
1686,136,"A",4250,3500,150,150,0,1,0,1
1687,136,"B",3500,4250,140,150,0,0,1,0
1688,136,"A",3500,4250,150,140,1,1,1,1
1689,136,"A",5000,5000,165,150,0,1,1,1
1690,137,"A",3500,3500,95,105,0,0,1,1
1691,137,"A",2100,3500,105,120,0,0,1,0
1692,137,"B",2800,2800,95,105,0,0,1,0
1693,137,"A",2800,2100,105,120,0,0,0,1
1694,137,"A",2100,2800,105,95,0,0,1,1
1695,137,"A",2800,2100,95,120,0,0,1,1
1696,137,"B",2800,3500,120,105,0,0,1,1
1697,137,"A",2100,3500,120,120,0,0,1,0
1698,137,"A",3500,3500,95,120,0,0,1,0
1699,137,"B",2100,3500,120,105,0,0,1,1
1700,137,"A",2100,2800,105,105,0,0,1,0
1701,137,"B",3500,2800,120,120,0,0,0,1
1702,138,"A",2700,3600,125,140,1,1,1,1
1703,138,"B",2700,3600,105,105,2,0,1,1
1704,138,"A",4500,3600,125,140,0,1,1,1
1705,138,"A",3600,2700,125,105,2,2,0,1
1706,138,"A",2700,3600,105,140,2,1,1,1
1707,138,"B",2700,2700,125,140,1,0,1,0
1708,138,"A",2700,4500,105,125,2,0,1,1
1709,138,"B",4500,2700,105,105,1,2,0,1
1710,138,"A",2700,3600,140,125,0,2,0,0
1711,138,"A",4500,4500,105,125,1,0,0,1
1712,138,"A",2700,2700,125,105,1,2,1,1
1713,138,"A",2700,3600,140,105,0,0,0,1
1714,138,"B",3600,3600,105,125,0,2,1,0
1715,138,"A",3600,2700,105,125,0,1,1,1
1716,139,"A",2450,2975,97,97,0,1,1,1
1717,139,"A",2975,3500,97,97,1,1,1,0
1718,139,"A",2975,2975,97,112,1,0,1,0
1719,139,"B",2975,2450,112,112,0,1,0,1
1720,139,"B",3500,2450,132,132,0,1,1,0
1721,139,"A",3500,3500,97,132,1,0,0,1
1722,139,"A",2450,2450,97,132,0,1,1,0
1723,139,"A",3500,3500,112,132,1,0,1,1
1724,139,"A",2450,3500,112,97,1,1,1,0
1725,139,"A",2450,2975,132,97,1,1,0,1
1726,139,"A",2975,3500,132,112,1,1,1,1
1727,139,"B",2975,3500,132,97,1,1,1,0
1728,139,"B",2975,2450,97,112,1,1,1,1
1729,139,"A",2975,3500,112,97,0,1,0,0
1730,139,"B",2450,2450,132,112,1,1,0,1
1731,140,"B",2935,2415,120,110,0,0,1,1
1732,140,"A",2415,2935,110,110,0,0,1,0
1733,140,"A",2415,2415,120,110,0,0,0,1
1734,140,"B",2415,2415,120,95,0,0,0,1
1735,140,"A",2415,3450,110,95,0,0,1,0
1736,140,"B",3450,2935,110,120,0,0,1,1
1737,140,"B",3450,2935,95,120,0,0,0,1
1738,140,"B",2935,2935,95,110,0,0,1,0
1739,141,"A",2400,4000,115,115,0,1,0,1
1740,141,"A",3200,4000,90,90,0,1,1,0
1741,141,"A",3200,4000,100,100,1,0,0,1
1742,141,"B",4000,3200,100,115,0,1,1,1
1743,141,"A",2400,3200,100,90,1,0,1,1
1744,141,"B",3200,2400,100,115,1,0,0,0
1745,141,"B",4000,3200,90,100,1,1,0,0
1746,141,"A",2400,3200,115,90,0,0,0,1
1747,141,"B",3200,3200,100,90,1,0,0,1
1748,141,"B",4000,3200,90,115,1,1,0,1
1749,141,"A",2400,2400,100,115,1,0,1,0
1750,141,"A",4000,4000,90,100,1,0,0,1
1751,142,"A",2400,3200,85,85,0,1,1,1
1752,142,"B",4000,2400,85,80,1,1,0,1
1753,142,"B",4000,3200,70,80,0,0,1,0
1754,142,"A",3200,4000,70,85,1,1,1,0
1755,142,"A",3200,4000,85,70,1,0,1,1
1756,142,"A",3200,4000,85,85,1,1,1,0
1757,142,"A",4000,4000,85,80,1,1,0,1
1758,142,"B",3200,2400,80,80,0,1,0,1
1759,142,"B",2400,2400,80,85,1,0,1,1
1760,142,"A",4000,4000,85,70,1,0,0,1
1761,142,"B",3200,2400,70,80,1,1,1,1
1762,142,"A",3200,3200,80,70,0,1,0,1
1763,142,"A",2400,2400,70,85,1,0,0,1
1764,143,"A",2000,2500,115,125,1,1,1,1
1765,143,"A",1500,2500,140,125,0,1,1,1
1766,143,"A",1500,1500,115,140,1,0,0,1
1767,143,"B",2500,2000,140,140,1,1,0,1
1768,143,"B",2000,2000,115,125,1,0,1,0
1769,143,"A",1500,2000,115,125,1,0,0,0
1770,143,"B",2500,1500,115,115,0,1,1,0
1771,143,"A",1500,2000,140,115,0,1,1,1
1772,143,"B",1500,2000,125,125,1,0,1,0
1773,143,"B",2000,2500,140,115,1,0,1,1
1774,143,"A",2000,2500,115,115,1,0,1,1
1775,143,"B",2000,1500,115,125,1,1,1,1
1776,143,"A",2500,2500,125,140,1,1,1,0
1777,143,"A",1500,1500,125,140,1,0,1,1
1778,143,"B",2500,2000,125,140,1,1,1,1
1779,144,"A",1400,1400,105,120,1,2,0,1
1780,144,"B",1400,980,95,95,0,2,1,0
1781,144,"B",1400,980,95,120,0,1,1,1
1782,144,"B",1190,1400,95,95,1,0,1,1
1783,144,"B",1400,1400,105,95,1,0,0,1
1784,144,"B",980,1190,95,120,2,0,0,0
1785,144,"A",1190,1400,105,105,2,1,1,0
1786,144,"B",980,980,120,95,1,2,1,0
1787,144,"B",1190,980,120,105,0,0,0,1
1788,145,"B",5280,4800,147,147,1,1,2,1
1789,145,"B",4800,4800,132,147,2,1,2,1
1790,145,"A",5760,5760,147,162,2,1,1,2
1791,145,"A",4800,5280,132,147,2,1,2,2
1792,145,"B",5760,4800,132,147,1,1,1,1
1793,145,"B",5280,4800,147,162,1,1,2,1
1794,145,"A",4800,5280,147,132,1,1,1,1
1795,145,"A",5280,5760,162,162,2,1,1,2
1796,145,"B",5760,4800,132,132,1,2,1,2
1797,145,"A",4800,5760,162,132,1,1,1,1
1798,145,"B",5280,5760,162,132,2,1,1,1
1799,145,"A",5760,5280,132,147,1,1,1,2
1800,145,"B",4800,5280,162,132,1,1,1,1
1801,145,"B",4800,4800,162,132,1,2,1,2
1802,145,"B",5280,5280,147,162,1,2,2,1
1803,145,"A",5760,5280,147,162,2,2,1,1
1804,145,"B",5280,4800,132,132,1,2,1,2
1805,146,"B",3200,1920,125,125,2,0,1,1
1806,146,"A",2560,1920,125,150,1,2,0,0
1807,146,"A",2560,1920,135,150,2,2,1,0
1808,146,"A",3200,3200,125,150,2,1,1,1
1809,146,"A",3200,1920,125,150,2,2,1,0
1810,146,"B",1920,2560,135,125,1,1,1,0
1811,146,"B",3200,1920,150,150,1,2,1,0
1812,146,"A",1920,3200,125,135,0,0,1,0
1813,146,"A",2560,3200,125,135,1,0,0,0
1814,146,"A",1920,2560,135,150,1,0,1,1
1815,146,"A",2560,3200,135,135,2,0,1,0
1816,146,"A",3200,2560,125,135,2,2,1,1
1817,146,"B",2560,2560,150,135,0,2,1,1
1818,146,"A",2560,1920,125,125,1,0,0,1
1819,146,"B",1920,3200,150,135,2,0,0,0
1820,146,"A",3200,2560,135,150,0,0,0,1
1821,146,"B",1920,3200,135,125,1,2,1,1
1822,146,"B",2560,1920,150,150,0,2,1,0
1823,147,"B",3850,3500,157,127,1,1,2,1
1824,147,"A",3500,4200,142,142,0,1,2,1
1825,147,"A",3500,4200,127,157,1,0,1,1
1826,147,"B",3850,3500,127,127,0,1,1,1
1827,147,"A",3500,3850,142,127,0,0,2,1
1828,147,"A",3500,4200,157,142,0,1,1,1
1829,147,"A",3500,3850,157,127,0,0,1,1
1830,147,"B",3850,4200,157,142,1,1,2,1
1831,147,"B",3500,3500,142,127,0,1,2,1
1832,147,"B",4200,4200,157,142,0,1,1,1
1833,147,"B",4200,4200,127,142,0,1,2,1
1834,147,"B",3500,3500,142,157,0,0,2,1
1835,147,"B",3500,3500,157,127,0,1,1,1
1836,148,"B",5000,5000,140,125,0,0,1,1
1837,148,"B",5000,3750,110,125,0,0,0,0
1838,148,"B",3750,2500,110,140,0,0,1,0
1839,148,"B",5000,3750,110,110,0,0,0,1
1840,148,"A",2500,3750,125,110,0,0,1,1
1841,148,"B",3750,2500,125,140,0,0,0,0
1842,148,"B",3750,2500,125,125,0,0,0,1
1843,148,"B",5000,3750,125,140,0,0,1,1
1844,148,"B",3750,3750,125,110,0,0,0,1
1845,148,"B",2500,2500,140,110,0,0,0,1
1846,148,"B",2500,2500,140,125,0,0,0,1
1847,148,"A",3750,5000,140,110,0,0,1,0
1848,149,"A",1800,2400,115,115,0,0,1,1
1849,149,"A",2400,3000,115,105,0,0,1,1
1850,149,"B",2400,3000,115,90,0,0,1,1
1851,149,"B",3000,1800,115,105,0,0,0,1
1852,149,"A",2400,3000,90,115,0,0,1,0
1853,149,"A",1800,2400,105,105,0,0,1,0
1854,149,"A",3000,3000,90,115,0,0,1,0
1855,149,"A",3000,3000,105,115,0,0,1,0
1856,149,"B",2400,1800,105,115,0,0,0,1
1857,149,"B",3000,2400,90,105,0,0,1,0
1858,149,"B",1800,2400,115,90,0,0,1,1
1859,150,"A",1750,2125,92,107,1,1,1,1
1860,150,"B",2500,2125,92,92,0,1,1,0
1861,150,"A",1750,2500,92,92,1,0,1,1
1862,150,"B",2500,2500,92,77,0,1,1,0
1863,150,"B",2500,2125,77,107,1,1,0,1
1864,150,"B",2125,1750,92,92,1,1,0,1
1865,150,"A",1750,2125,92,77,1,0,1,1
1866,150,"B",1750,1750,92,107,1,0,1,0
1867,150,"A",2125,2125,92,77,1,0,0,1
1868,150,"B",1750,1750,77,107,1,0,1,0
1869,151,"A",3000,3000,125,165,0,1,0,1
1870,151,"B",3000,1800,165,165,1,2,1,0
1871,151,"A",2400,2400,125,145,2,1,1,0
1872,151,"A",1800,3000,165,125,2,0,0,0
1873,151,"A",2400,3000,165,125,0,0,1,0
1874,151,"B",3000,2400,125,125,0,2,0,1
1875,151,"A",1800,1800,145,165,0,2,1,0
1876,151,"B",2400,1800,165,165,0,2,1,0
1877,151,"A",2400,2400,145,165,1,0,0,1
1878,151,"B",2400,1800,125,165,2,2,1,0
1879,151,"B",1800,1800,165,125,2,1,0,1
1880,151,"A",3000,3000,145,165,2,1,1,1
1881,151,"A",1800,1800,125,145,1,0,1,1
1882,152,"B",3000,2700,118,93,0,0,0,0
1883,152,"A",2400,2700,103,93,0,0,0,0
1884,152,"A",2700,2400,93,118,0,0,0,1
1885,152,"A",3000,3000,103,118,0,0,1,0
1886,152,"A",2400,2400,103,93,0,0,0,1
1887,152,"A",2700,3000,103,93,0,0,1,1
1888,152,"A",2700,2400,93,93,0,0,0,1
1889,152,"B",2700,2400,103,118,0,0,1,1
1890,153,"B",3500,2975,105,105,0,0,1,0
1891,153,"A",2450,2975,105,105,0,0,1,0
1892,153,"A",2450,2975,130,105,0,0,0,0
1893,153,"A",2450,2450,105,130,0,0,1,0
1894,153,"A",2450,3500,115,115,0,0,1,0
1895,153,"A",2450,2975,115,105,0,0,1,0
1896,153,"A",2975,3500,130,105,0,0,1,1
1897,153,"B",3500,3500,105,115,0,0,1,0
1898,153,"B",3500,2975,115,130,0,0,0,1
1899,153,"A",2450,2450,115,130,0,0,1,0
1900,154,"B",6030,5025,175,160,1,1,1,1
1901,154,"A",4020,6030,160,175,2,1,1,1
1902,154,"A",4020,6030,140,175,1,1,2,1
1903,154,"B",4020,4020,175,140,1,1,1,2
1904,154,"A",6030,4020,140,140,2,1,1,2
1905,154,"B",4020,5025,160,140,2,1,1,1
1906,154,"B",4020,4020,160,140,2,1,1,2
1907,154,"A",6030,5025,160,175,1,2,2,2
1908,154,"B",4020,6030,175,160,1,1,1,2
1909,154,"A",6030,5025,175,175,1,2,1,2
1910,155,"A",2450,2975,145,165,2,2,1,1
1911,155,"A",2450,2450,165,145,1,2,0,1
1912,155,"A",2975,2450,145,165,0,1,0,0
1913,155,"A",2450,2975,130,145,0,0,1,0
1914,155,"B",3500,3500,130,145,2,1,0,1
1915,155,"A",2450,3500,165,130,1,2,0,0
1916,155,"A",3500,3500,165,130,0,2,1,0
1917,155,"A",2975,2450,130,145,1,2,1,1
1918,155,"B",3500,2450,145,145,1,2,1,1
1919,155,"A",3500,2975,165,165,0,2,1,1
1920,155,"A",2450,3500,145,165,2,0,1,1
1921,155,"A",3500,2975,145,165,1,2,1,1
1922,155,"B",2975,2450,130,165,1,1,1,0
1923,155,"A",3500,3500,165,145,0,1,1,1
1924,155,"B",3500,2975,130,165,2,2,0,1
1925,156,"A",3100,3720,125,125,0,1,1,2
1926,156,"A",3720,4340,125,115,1,0,2,2
1927,156,"A",3100,4340,135,125,0,0,2,1
1928,156,"A",3100,3720,135,125,0,1,2,2
1929,156,"A",3720,3720,135,125,0,1,1,2
1930,156,"B",3720,3100,135,135,0,0,1,2
1931,156,"A",4340,3720,125,125,0,1,1,2
1932,156,"A",3720,3100,115,135,0,0,1,2
1933,156,"A",3720,3100,115,125,0,0,1,1
1934,156,"A",3720,4340,125,135,1,1,2,1
1935,156,"B",3100,3100,115,135,1,0,1,2
1936,156,"B",4340,3720,125,135,0,0,1,1
1937,156,"A",3720,3100,135,115,0,1,1,1
1938,156,"B",4340,4340,135,115,1,0,1,2
1939,156,"B",3100,4340,115,125,1,0,1,1
1940,157,"B",4125,2750,120,120,0,0,1,0
1941,157,"B",4125,2750,110,120,0,0,1,0
1942,157,"A",5500,4125,110,120,0,0,0,1
1943,157,"B",4125,2750,120,135,0,0,1,1
1944,157,"B",4125,2750,135,110,0,0,0,1
1945,157,"B",5500,4125,120,135,0,0,1,0
1946,157,"B",4125,4125,120,135,0,0,1,0
1947,157,"B",2750,2750,110,120,0,0,1,0
1948,157,"B",5500,2750,110,135,0,0,0,1
1949,157,"A",5500,4125,110,110,0,0,0,1
1950,157,"A",4125,5500,135,110,0,0,0,0
1951,157,"A",4125,2750,135,135,0,0,0,1
1952,158,"B",4500,4050,125,125,1,0,1,1
1953,158,"A",3600,3600,125,155,2,1,0,1
1954,158,"A",4050,3600,140,155,1,1,0,1
1955,158,"A",4050,3600,125,125,0,2,1,0
1956,158,"B",4500,4050,140,155,2,2,1,1
1957,158,"B",4050,4500,125,155,0,0,1,0
1958,158,"B",4050,4500,140,155,1,0,0,0
1959,158,"B",4500,3600,125,140,1,0,1,1
1960,158,"B",4500,4050,125,140,1,1,1,0
1961,158,"B",4050,4500,155,125,2,1,1,1
1962,158,"A",3600,4050,140,125,0,0,1,1
1963,158,"A",4050,4050,125,140,0,1,1,0
1964,158,"B",4500,3600,125,125,1,2,1,0
1965,158,"A",3600,4500,155,125,1,1,1,1
1966,158,"B",3600,4050,125,140,2,1,0,0
1967,158,"A",3600,4500,140,155,0,0,1,0
1968,159,"A",1800,2400,155,165,1,1,1,1
1969,159,"A",2400,2400,180,165,1,1,0,1
1970,159,"A",1800,3000,165,155,0,1,0,0
1971,159,"A",1800,2400,180,155,1,0,1,1
1972,159,"A",3000,3000,180,165,0,1,1,1
1973,159,"A",3000,3000,155,180,1,0,0,1
1974,159,"A",2400,2400,180,155,1,0,0,1
1975,159,"B",3000,2400,155,155,1,0,0,1
1976,159,"B",2400,1800,180,180,1,1,0,1
1977,159,"B",1800,1800,155,165,1,0,1,0
1978,159,"A",2400,3000,165,155,1,1,1,0
1979,160,"A",2400,2400,96,106,0,1,0,1
1980,160,"A",1800,1800,121,96,1,1,0,1
1981,160,"B",3000,1800,106,121,1,1,0,0
1982,160,"B",1800,1800,106,121,0,1,1,0
1983,160,"A",3000,3000,106,96,1,1,0,1
1984,160,"B",2400,3000,121,106,1,1,1,0
1985,160,"B",3000,1800,121,96,0,1,1,1
1986,160,"B",2400,3000,106,96,1,1,1,1
1987,160,"A",3000,3000,96,121,1,0,1,1
1988,160,"A",2400,1800,96,96,0,1,0,1
1989,160,"B",1800,1800,96,106,1,0,1,1
1990,160,"B",3000,1800,106,106,1,0,0,1
1991,160,"B",3000,2400,121,121,0,1,1,1
1992,160,"A",2400,1800,96,121,0,1,0,0
1993,160,"A",1800,3000,96,106,1,1,1,0
1994,161,"A",4200,5250,95,95,0,0,0,1
1995,161,"B",4200,5250,105,120,0,0,1,0
1996,161,"A",5250,4725,95,120,0,0,1,1
1997,161,"B",4725,5250,95,120,0,0,1,0
1998,161,"A",4725,4200,95,105,0,0,1,1
1999,161,"B",4200,5250,120,95,0,0,1,1
2000,161,"A",5250,4200,95,105,0,0,1,1
2001,161,"A",5250,4725,105,120,0,0,1,1
2002,161,"B",4200,5250,120,105,0,0,1,1
2003,162,"B",3750,2500,162,142,1,1,1,1
2004,162,"B",3125,3750,142,142,2,1,1,2
2005,162,"A",3125,2500,162,162,1,2,1,2
2006,162,"A",3750,2500,162,162,1,2,1,2
2007,162,"A",2500,2500,177,162,1,2,1,2
2008,162,"A",3750,2500,142,162,1,2,2,2
2009,162,"A",2500,3750,162,177,2,2,2,1
2010,162,"B",3125,2500,162,177,1,1,1,1
2011,162,"B",3125,3125,142,162,2,1,1,1
2012,162,"B",3125,3750,142,162,2,1,1,1
2013,162,"B",3125,3125,142,177,2,1,1,2
2014,162,"A",3125,3750,162,142,1,1,1,2
2015,162,"A",3125,2500,177,162,1,2,2,2
2016,162,"B",3125,2500,142,162,2,2,1,2
2017,162,"B",3750,3750,142,162,1,1,2,1
2018,162,"A",3125,3750,177,162,1,1,2,1
2019,163,"A",3500,3500,80,100,0,0,0,1
2020,163,"A",2625,2625,90,80,0,0,0,1
2021,163,"A",1750,3500,80,80,0,0,1,0
2022,163,"A",2625,3500,100,80,0,0,1,0
2023,163,"A",1750,2625,80,90,0,0,1,0
2024,163,"B",1750,1750,100,90,0,0,0,1
2025,163,"A",1750,2625,90,90,0,0,1,0
2026,163,"A",1750,2625,100,80,0,0,0,1
2027,163,"B",2625,1750,90,100,0,0,0,0
2028,164,"B",3500,2450,140,140,0,0,1,1
2029,164,"A",2450,3500,140,155,0,0,1,0
2030,164,"B",3500,2450,140,155,0,0,1,1
2031,164,"B",3500,2450,130,140,0,0,1,1
2032,164,"B",3500,2975,130,155,0,0,1,1
2033,164,"A",3500,3500,155,140,0,0,0,1
2034,164,"B",2975,2450,140,140,0,0,0,1
2035,164,"B",3500,2975,155,130,0,0,0,1
2036,164,"A",2975,2975,130,140,0,0,1,0
2037,164,"A",2975,3500,155,155,0,0,1,0
2038,164,"A",2450,2975,155,130,0,0,1,1
2039,164,"B",3500,3500,155,130,0,0,0,1
2040,165,"A",2450,2975,117,117,1,1,0,1
2041,165,"B",3500,3500,117,102,0,1,1,0
2042,165,"A",2450,3500,117,102,1,1,0,0
2043,165,"B",3500,2450,92,117,1,1,1,0
2044,165,"A",2450,2450,117,102,1,0,0,1
2045,165,"B",2975,3500,102,102,1,1,1,0
2046,165,"A",2450,3500,102,92,0,1,1,1
2047,165,"A",2975,3500,117,117,1,0,1,1
2048,165,"B",3500,3500,117,92,0,1,1,1
2049,165,"A",2450,2450,117,92,1,1,0,1
2050,165,"B",3500,2975,92,102,1,1,1,1
2051,165,"A",2450,2975,117,92,1,0,0,0
2052,165,"B",2450,3500,102,102,0,1,1,0
2053,165,"A",3500,2450,102,92,1,1,0,1
2054,165,"B",2450,2450,102,92,0,1,1,1
2055,165,"B",3500,2975,92,117,1,1,1,1
2056,166,"B",2700,2160,127,102,0,0,1,1
2057,166,"A",2160,2430,102,112,0,0,1,0
2058,166,"B",2700,2430,102,112,0,0,0,0
2059,166,"B",2430,2430,102,112,0,0,1,0
2060,166,"B",2700,2430,112,127,0,0,1,1
2061,166,"A",2700,2430,102,127,0,0,0,1
2062,166,"B",2430,2160,112,127,0,0,0,0
2063,166,"B",2160,2160,127,112,0,0,0,1
2064,166,"A",2430,2700,102,102,0,0,1,0
2065,167,"A",2600,5200,155,170,1,1,0,1
2066,167,"B",3900,2600,155,170,1,1,1,1
2067,167,"B",5200,2600,155,170,0,1,1,1
2068,167,"A",2600,3900,145,170,0,0,1,0
2069,167,"B",3900,2600,170,170,0,1,0,1
2070,167,"B",5200,3900,145,155,1,1,0,1
2071,167,"A",2600,3900,155,145,1,1,0,1
2072,167,"B",5200,5200,155,145,0,1,1,0
2073,167,"A",3900,5200,170,155,0,0,0,1
2074,167,"A",2600,2600,155,145,1,0,0,1
2075,167,"B",3900,3900,155,170,1,0,1,0
2076,167,"A",2600,3900,170,145,1,1,1,1
2077,167,"A",3900,3900,170,145,0,1,0,1
2078,168,"B",3600,3600,215,190,1,0,1,1
2079,168,"B",3000,3000,215,170,0,1,2,1
2080,168,"A",3600,4200,190,170,0,0,1,1
2081,168,"A",4200,3000,215,215,0,0,1,2
2082,168,"A",4200,3000,170,170,0,1,1,1
2083,168,"B",3000,3600,215,170,0,0,2,2
2084,168,"A",4200,3600,215,215,0,1,1,1
2085,168,"B",3600,3000,215,215,1,0,1,2
2086,168,"B",3600,3000,170,190,0,0,2,1
2087,168,"B",4200,3000,215,170,0,1,1,1
2088,168,"B",3600,4200,170,170,0,0,2,1
2089,168,"A",3000,4200,215,190,0,1,2,2
2090,168,"B",3600,3000,170,170,0,1,2,1
2091,168,"A",3600,4200,215,190,1,1,1,2
2092,168,"A",4200,3600,215,170,0,0,1,2
2093,169,"A",5200,5200,135,170,1,2,1,1
2094,169,"B",4160,6240,170,155,1,1,2,1
2095,169,"A",5200,4160,155,170,1,1,2,2
2096,169,"B",4160,6240,170,135,1,2,2,2
2097,169,"B",5200,6240,155,135,1,2,2,2
2098,169,"B",5200,4160,155,155,1,2,2,1
2099,169,"B",5200,5200,170,155,2,1,1,2
2100,169,"A",4160,6240,155,170,2,1,1,1
2101,169,"B",6240,6240,155,135,1,2,1,2
2102,169,"A",6240,4160,170,170,1,1,1,2
2103,169,"A",6240,5200,155,155,1,1,1,2
2104,169,"A",6240,4160,135,155,2,2,2,1
2105,169,"B",6240,5200,170,170,1,2,1,1
2106,169,"A",4160,6240,155,155,2,1,1,1
2107,170,"A",2400,4000,115,130,0,0,1,1
2108,170,"A",2400,4000,130,130,1,0,0,1
2109,170,"B",3200,4000,115,115,1,1,1,0
2110,170,"A",4000,3200,130,130,0,1,1,1
2111,170,"B",2400,3200,115,100,0,0,1,0
2112,170,"A",2400,2400,115,100,0,1,1,1
2113,170,"B",3200,4000,130,100,1,1,1,1
2114,170,"B",3200,4000,115,100,1,1,1,1
2115,170,"A",3200,4000,115,130,1,0,1,1
2116,170,"A",3200,2400,100,130,0,1,0,0
2117,170,"B",4000,2400,100,130,1,1,1,0
2118,170,"B",2400,4000,100,115,1,1,1,0
2119,170,"B",2400,2400,100,130,1,1,1,0
2120,170,"B",4000,2400,115,130,1,1,0,0
2121,170,"A",4000,2400,115,115,1,0,0,1
2122,171,"B",2700,2700,110,100,1,1,1,0
2123,171,"A",3000,2400,90,110,1,0,0,0
2124,171,"B",2400,2700,100,100,1,1,1,0
2125,171,"A",3000,2700,100,110,0,1,1,1
2126,171,"A",3000,3000,90,100,1,0,0,1
2127,171,"A",3000,2700,90,90,1,0,0,1
2128,171,"B",2700,2700,100,90,1,0,0,1
2129,171,"A",2700,2400,90,110,0,0,1,0
2130,171,"B",2400,2400,100,110,1,0,1,0
2131,171,"B",3000,2400,90,90,1,1,0,1
2132,171,"A",2400,3000,100,100,1,0,1,1
2133,171,"B",2700,2400,100,110,1,0,0,0
2134,172,"A",5250,5250,130,145,0,1,1,1
2135,172,"B",4375,3500,145,130,0,1,2,2
2136,172,"B",5250,3500,145,160,1,0,1,1
2137,172,"A",4375,3500,130,130,0,1,1,2
2138,172,"A",5250,5250,145,160,1,0,1,2
2139,172,"A",3500,5250,130,130,1,0,2,1
2140,172,"A",4375,3500,130,160,0,0,1,1
2141,172,"B",5250,4375,145,160,1,1,1,1
2142,172,"A",3500,5250,160,130,0,0,1,1
2143,172,"A",3500,3500,160,130,0,1,1,2
2144,172,"B",4375,5250,145,145,0,1,2,1
2145,172,"B",5250,4375,130,160,0,1,1,1
2146,172,"A",3500,4375,130,160,1,1,2,1
2147,172,"B",3500,4375,145,130,0,0,1,1
2148,173,"A",3500,5000,120,135,0,0,1,1
2149,173,"B",4250,3500,120,120,0,0,0,1
2150,173,"A",4250,5000,155,120,0,0,1,1
2151,173,"A",5000,5000,155,120,0,0,0,1
2152,173,"A",3500,4250,155,120,0,0,1,0
2153,173,"B",5000,4250,155,155,0,0,0,1
2154,173,"A",3500,3500,135,120,0,0,0,1
2155,174,"B",4800,3200,160,145,1,1,1,1
2156,174,"A",3200,4800,125,160,2,1,1,1
2157,174,"A",4800,4000,160,125,1,1,1,2
2158,174,"A",4000,4800,160,160,2,1,1,1
2159,174,"B",3200,4000,160,160,1,2,2,1
2160,174,"B",4800,4000,125,145,1,1,1,1
2161,174,"A",3200,4800,160,145,1,2,2,2
2162,174,"A",3200,4000,160,125,1,1,2,2
2163,174,"A",4800,3200,125,160,1,1,1,2
2164,174,"B",4800,4000,125,160,1,2,1,1
2165,174,"B",4000,3200,145,125,1,2,1,1
2166,174,"A",4800,3200,160,160,1,1,1,2
2167,174,"A",3200,3200,145,125,1,2,1,1
2168,175,"B",4345,4345,160,145,0,0,2,1
2169,175,"A",3620,3620,160,130,1,0,1,2
2170,175,"A",4345,4345,130,160,1,0,1,2
2171,175,"A",4345,4345,130,145,1,0,1,1
2172,175,"A",3980,3980,160,145,0,1,1,2
2173,176,"A",2550,3000,110,125,1,2,1,1
2174,176,"A",2100,2100,145,110,0,2,1,1
2175,176,"A",3000,2550,145,145,1,2,1,0
2176,176,"B",2550,2100,125,145,0,0,1,1
2177,176,"B",2550,3000,110,110,1,0,1,0
2178,176,"A",3000,3000,145,125,1,2,1,1
2179,176,"B",2100,2550,125,125,1,0,0,1
2180,176,"B",2550,2550,110,125,1,0,1,1
2181,176,"B",2100,3000,125,110,1,0,0,0
2182,176,"B",2100,3000,110,110,2,0,1,0
2183,176,"B",2100,3000,110,145,2,1,1,1
